date,Major Incident Type,Incident Count
20/08/2011,Fire,9
11/11/2011,False Alarm,22
19/11/2011,False Alarm,30
30/11/2011,Investigation,16
25/12/2011,Fire,6
19/04/2012,Fire,9
08/05/2012,False Alarm,25
25/12/2010,Fire,1
01/06/2011,Investigation,8
10/06/2011,Fire,5
03/08/2011,False Alarm,12
10/10/2011,Fire,8
18/10/2011,Fire,3
21/11/2011,Fire,4
10/12/2011,False Alarm,21
21/03/2012,Fire,9
04/05/2012,Fire,6
16/05/2012,False Alarm,16
27/05/2012,Fire,5
09/07/2012,Fire,7
04/01/2011,Fire,6
10/05/2011,Fire,8
13/10/2011,Fire,5
27/10/2011,False Alarm,23
28/02/2012,Investigation,18
05/03/2012,Fire,3
16/06/2012,False Alarm,17
17/05/2011,False Alarm,26
20/05/2011,Fire,7
11/06/2011,Medical/Rescue,50
20/06/2011,Hazardous Condition,15
20/06/2011,Investigation,12
20/06/2011,Medical/Rescue,77
20/06/2011,Public Service Assistance,5
21/06/2011,False Alarm,27
21/06/2011,Hazardous Condition,40
21/06/2011,Investigation,12
24/07/2012,False Alarm,24
01/07/2011,Fire,9
07/08/2011,False Alarm,12
01/12/2011,Fire,5
12/12/2011,False Alarm,27
12/01/2012,Fire,3
09/02/2012,False Alarm,17
30/03/2012,False Alarm,19
18/04/2012,Fire,6
17/05/2012,False Alarm,16
09/08/2011,Fire,6
17/08/2011,False Alarm,21
31/08/2011,False Alarm,36
01/10/2011,Fire,8
18/11/2011,False Alarm,34
09/02/2012,Fire,7
19/02/2012,False Alarm,24
19/03/2012,False Alarm,8
27/03/2012,Fire,3
11/04/2012,Fire,4
18/04/2012,False Alarm,28
13/06/2012,False Alarm,40
08/08/2012,Rupture/Explosion,1
19/06/2011,Fire,4
10/09/2011,Fire,10
30/10/2011,False Alarm,14
15/11/2011,Fire,2
18/12/2011,Fire,1
11/01/2012,Fire,6
21/01/2012,Fire,7
27/01/2012,Fire,7
09/03/2012,Fire,5
26/05/2012,False Alarm,16
29/06/2012,False Alarm,20
30/07/2012,Fire,6
23/02/2011,False Alarm,32
16/08/2011,False Alarm,29
30/08/2011,Fire,6
30/09/2011,Medical/Rescue,74
10/11/2011,False Alarm,19
20/11/2011,Fire,1
15/01/2012,False Alarm,25
02/03/2012,Fire,3
06/04/2012,False Alarm,19
06/05/2012,Fire,5
22/05/2012,Fire,3
27/08/2012,Fire,3
09/09/2012,Fire,6
10/08/2011,False Alarm,27
24/01/2012,Fire,3
31/01/2012,Fire,3
12/02/2012,Fire,8
20/02/2012,Fire,1
03/04/2012,Fire,7
21/05/2012,False Alarm,14
01/07/2012,Fire,9
15/08/2012,False Alarm,16
25/08/2012,Fire,9
02/09/2012,False Alarm,21
11/09/2012,Fire,8
19/07/2011,Fire,6
20/08/2011,False Alarm,24
28/08/2011,Fire,7
04/11/2011,Fire,4
29/11/2011,Fire,2
05/01/2012,Severe Weather,1
17/02/2012,Fire,4
22/02/2012,Fire,1
01/03/2012,Fire,6
10/08/2012,Medical/Rescue,66
08/09/2012,Fire,9
25/03/2011,Fire,3
30/08/2011,False Alarm,25
20/09/2011,Investigation,16
28/09/2011,Medical/Rescue,70
06/10/2011,Fire,4
30/10/2011,Medical/Rescue,84
10/01/2012,Fire,2
23/04/2012,Fire,7
03/05/2012,Fire,2
02/09/2011,Fire,4
09/09/2011,Fire,6
08/10/2011,False Alarm,22
17/11/2011,False Alarm,29
01/01/2012,Fire,4
09/01/2012,Fire,2
10/03/2012,False Alarm,17
17/03/2012,Hazardous Condition,12
12/04/2012,Fire,5
23/04/2012,False Alarm,19
18/06/2012,False Alarm,18
10/08/2012,False Alarm,32
26/09/2011,Fire,5
18/10/2011,False Alarm,33
26/10/2011,Fire,5
07/12/2011,Investigation,4
15/01/2012,Fire,2
12/02/2012,False Alarm,20
18/02/2012,Fire,5
25/02/2012,Fire,6
22/04/2012,Fire,11
02/05/2012,Fire,3
18/05/2012,Investigation,18
17/06/2012,False Alarm,18
26/06/2012,False Alarm,26
16/09/2012,False Alarm,17
29/08/2011,Fire,8
28/10/2011,Fire,7
05/11/2011,Fire,4
30/12/2011,False Alarm,15
13/02/2012,Fire,5
15/03/2012,Severe Weather,1
22/03/2012,Fire,3
10/05/2012,Fire,4
25/06/2012,False Alarm,27
12/07/2012,False Alarm,33
29/07/2012,Fire,7
17/08/2012,False Alarm,20
25/08/2012,False Alarm,17
17/10/2011,Fire,4
31/10/2011,Fire,3
14/01/2012,Fire,1
13/04/2012,False Alarm,31
15/06/2012,Fire,5
20/07/2012,Fire,4
18/09/2011,False Alarm,17
12/10/2011,Fire,5
04/11/2011,False Alarm,20
25/11/2011,Fire,10
31/12/2011,Fire,4
06/04/2012,Fire,3
09/05/2012,Fire,4
04/06/2012,Medical/Rescue,93
12/10/2012,Hazardous Condition,37
23/10/2012,False Alarm,29
09/11/2012,Investigation,11
21/06/2011,Medical/Rescue,76
21/06/2011,Public Service Assistance,11
22/06/2011,Fire,10
22/06/2011,Hazardous Condition,15
22/06/2011,Investigation,15
22/06/2011,Medical/Rescue,88
22/06/2011,Public Service Assistance,18
23/06/2011,False Alarm,25
23/06/2011,Fire,10
23/06/2011,Hazardous Condition,55
23/06/2011,Investigation,14
24/11/2011,Fire,3
30/11/2011,Fire,4
13/01/2012,Investigation,12
19/01/2012,Fire,5
02/02/2012,Fire,4
08/02/2012,False Alarm,37
29/02/2012,Fire,3
03/07/2012,False Alarm,21
28/07/2012,Fire,4
20/09/2012,Fire,6
07/10/2012,Fire,4
29/10/2012,Fire,6
14/06/2011,Fire,4
19/10/2011,False Alarm,37
12/11/2011,Fire,5
19/11/2011,Fire,6
09/12/2011,False Alarm,25
17/12/2011,Fire,1
08/01/2012,Fire,5
04/02/2012,Fire,3
11/03/2012,Fire,5
20/04/2012,Fire,9
13/07/2012,Fire,8
17/08/2012,Fire,5
07/09/2012,Fire,5
26/10/2012,False Alarm,36
25/06/2011,Fire,6
28/11/2011,Hazardous Condition,38
13/12/2011,Fire,2
07/01/2012,Fire,8
25/01/2012,Fire,4
07/02/2012,Fire,5
29/04/2012,Fire,5
14/06/2012,False Alarm,17
12/07/2012,Fire,6
21/10/2012,Fire,2
08/11/2011,Fire,5
08/12/2011,False Alarm,27
10/01/2012,False Alarm,27
23/01/2012,Fire,6
10/02/2012,Fire,4
09/03/2012,False Alarm,15
17/03/2012,False Alarm,20
04/04/2012,Fire,5
24/04/2012,Fire,12
11/07/2012,Investigation,18
05/08/2012,Fire,3
16/08/2012,Hazardous Condition,32
21/09/2012,False Alarm,19
23/06/2011,Medical/Rescue,67
23/06/2011,Public Service Assistance,23
23/06/2011,Severe Weather,3
24/06/2011,False Alarm,22
24/06/2011,Hazardous Condition,23
24/06/2011,Investigation,21
24/06/2011,Medical/Rescue,61
15/05/2012,Fire,8
06/12/2012,Fire,3
27/12/2012,Fire,4
28/11/2011,False Alarm,20
11/02/2012,Fire,4
21/02/2012,Fire,7
15/04/2012,Investigation,5
27/07/2012,Fire,10
01/10/2012,Fire,1
20/10/2012,Fire,6
26/11/2012,Fire,3
20/01/2012,Fire,2
26/01/2012,Fire,1
27/02/2012,Fire,6
21/05/2012,Hazardous Condition,8
03/06/2012,Investigation,13
05/09/2012,Fire,3
23/09/2012,Fire,9
02/01/2013,Fire,3
17/01/2012,Fire,6
05/02/2012,Fire,4
29/03/2012,Fire,5
05/04/2012,False Alarm,26
24/04/2012,Investigation,8
06/07/2012,Fire,4
24/08/2012,False Alarm,25
14/11/2012,False Alarm,13
18/12/2012,Fire,4
13/01/2012,Fire,5
28/02/2012,False Alarm,23
05/03/2012,False Alarm,20
21/04/2012,Fire,11
28/05/2012,False Alarm,18
13/06/2012,Fire,5
29/06/2012,Fire,8
29/07/2012,False Alarm,17
09/12/2012,False Alarm,30
20/01/2013,Rupture/Explosion,1
16/07/2011,Medical/Rescue,82
16/07/2011,Public Service Assistance,17
17/07/2011,False Alarm,11
17/07/2011,Fire,6
17/07/2011,Hazardous Condition,27
17/07/2011,Investigation,21
17/07/2011,Medical/Rescue,71
17/07/2011,Public Service Assistance,19
18/07/2011,False Alarm,43
18/07/2011,Fire,5
18/07/2011,Hazardous Condition,24
18/07/2011,Investigation,10
29/01/2013,Severe Weather,1
13/09/2011,False Alarm,26
16/01/2012,False Alarm,87
12/03/2012,Fire,3
17/04/2012,Investigation,8
23/05/2012,Fire,3
30/05/2012,False Alarm,17
10/06/2012,Fire,9
16/06/2012,Fire,4
23/06/2012,Fire,3
19/09/2012,Medical/Rescue,70
30/12/2012,Fire,4
28/01/2013,Fire,5
07/07/2012,Fire,8
09/08/2012,Medical/Rescue,72
17/10/2012,Investigation,13
22/10/2012,Fire,1
28/10/2012,Investigation,5
08/11/2012,False Alarm,26
17/12/2012,False Alarm,16
15/02/2013,False Alarm,17
18/07/2011,Medical/Rescue,77
18/07/2011,Public Service Assistance,11
19/07/2011,False Alarm,42
19/07/2011,Hazardous Condition,32
19/07/2011,Investigation,11
19/07/2011,Medical/Rescue,71
19/07/2011,Public Service Assistance,34
20/07/2011,False Alarm,28
20/07/2011,Hazardous Condition,24
14/10/2011,Fire,6
04/03/2012,Fire,6
03/04/2012,False Alarm,25
26/05/2012,Hazardous Condition,20
09/06/2012,Fire,5
19/08/2012,False Alarm,16
14/09/2012,Fire,4
03/10/2012,False Alarm,20
05/11/2012,False Alarm,20
29/11/2012,Fire,4
25/03/2012,Fire,7
13/04/2012,Fire,1
26/04/2012,Fire,5
06/06/2012,Fire,1
25/06/2012,Fire,6
11/08/2012,Fire,5
21/09/2012,Medical/Rescue,76
13/10/2012,Fire,9
07/11/2012,Fire,1
29/12/2012,Fire,2
08/01/2013,Fire,3
16/01/2013,Fire,7
24/01/2013,False Alarm,20
11/02/2013,False Alarm,21
23/02/2013,Fire,5
10/04/2012,Fire,4
05/06/2012,False Alarm,46
27/06/2012,False Alarm,27
01/08/2012,False Alarm,21
14/08/2012,Fire,5
13/09/2012,False Alarm,29
26/09/2012,Fire,4
23/01/2013,Fire,6
08/02/2013,False Alarm,25
04/03/2013,Fire,3
30/03/2013,Fire,3
07/04/2012,Fire,7
14/04/2012,False Alarm,18
28/04/2012,Fire,14
02/06/2012,Fire,11
06/06/2012,Severe Weather,3
15/06/2012,False Alarm,26
20/06/2012,Fire,5
16/08/2012,False Alarm,25
30/08/2012,Fire,2
27/09/2012,False Alarm,26
06/10/2012,Fire,9
30/10/2012,Fire,4
22/12/2012,Fire,3
18/02/2013,False Alarm,16
08/04/2013,Fire,8
17/04/2012,Fire,4
23/04/2012,Medical/Rescue,84
19/05/2012,False Alarm,26
25/05/2012,Investigation,19
28/06/2012,Investigation,15
03/07/2012,Investigation,7
04/08/2012,Fire,6
03/09/2012,Fire,9
25/09/2012,False Alarm,22
12/12/2012,False Alarm,22
19/12/2012,False Alarm,24
11/01/2013,False Alarm,25
25/02/2013,False Alarm,23
07/03/2013,Fire,1
25/03/2013,False Alarm,30
04/06/2012,Fire,7
03/07/2012,Fire,8
26/07/2012,Fire,5
14/08/2012,Severe Weather,10
28/08/2012,Fire,8
11/10/2012,Fire,4
16/10/2012,Fire,4
01/12/2012,False Alarm,19
11/12/2012,Fire,2
17/12/2012,Fire,4
21/12/2012,Fire,2
04/01/2013,False Alarm,16
19/01/2013,False Alarm,22
13/02/2013,False Alarm,21
03/03/2013,Fire,4
14/03/2013,False Alarm,15
03/04/2013,Fire,11
14/05/2012,Fire,7
14/06/2012,Fire,6
22/07/2012,Fire,8
03/08/2012,Fire,2
16/08/2012,Fire,8
12/09/2012,Fire,8
25/09/2012,Hazardous Condition,17
05/10/2012,Fire,4
07/11/2012,False Alarm,15
25/12/2012,Fire,2
27/01/2013,Fire,2
20/03/2013,Fire,5
15/04/2013,False Alarm,19
12/05/2012,Fire,8
24/05/2012,Fire,6
17/06/2012,Investigation,9
23/07/2012,Fire,7
01/08/2012,Fire,9
12/08/2012,False Alarm,21
21/01/2013,False Alarm,20
14/02/2013,Investigation,7
02/03/2013,Fire,2
05/05/2012,Fire,6
27/05/2012,False Alarm,14
08/06/2012,Fire,6
12/09/2012,False Alarm,33
25/09/2012,Fire,3
08/10/2012,Fire,3
19/12/2012,Fire,5
05/01/2013,Fire,4
23/01/2013,False Alarm,15
17/02/2013,Fire,6
12/06/2012,Fire,11
25/07/2012,False Alarm,8
15/08/2012,Fire,6
26/08/2012,Fire,6
06/09/2012,Fire,5
18/09/2012,Fire,9
10/10/2012,Fire,6
18/10/2012,Fire,5
24/10/2012,Fire,3
29/10/2012,Medical/Rescue,76
15/12/2012,Fire,3
05/03/2013,False Alarm,21
12/03/2013,Fire,4
02/05/2013,False Alarm,21
26/05/2012,Fire,13
15/06/2012,Investigation,9
22/06/2012,Fire,11
16/07/2012,Investigation,14
20/08/2012,False Alarm,13
24/08/2012,Investigation,10
29/08/2012,Fire,3
05/09/2012,False Alarm,24
10/09/2012,False Alarm,20
22/09/2012,False Alarm,13
01/10/2012,False Alarm,15
10/10/2012,False Alarm,24
11/12/2012,False Alarm,20
12/01/2013,Fire,7
31/05/2013,Fire,8
01/02/2012,Fire,4
05/06/2012,Fire,7
02/09/2012,Hazardous Condition,13
22/09/2012,Hazardous Condition,22
22/10/2012,False Alarm,18
26/10/2012,Fire,2
30/11/2012,Fire,3
05/12/2012,False Alarm,25
26/12/2012,Fire,4
22/02/2013,Fire,3
19/03/2013,Fire,1
23/04/2013,Fire,9
09/05/2013,Fire,6
30/06/2012,Fire,5
11/07/2012,Fire,10
01/09/2012,Fire,3
22/09/2012,Fire,6
15/10/2012,Medical/Rescue,73
27/10/2012,False Alarm,30
01/11/2012,Fire,3
22/11/2012,False Alarm,32
02/01/2013,Investigation,9
21/01/2013,Fire,1
23/05/2013,False Alarm,42
24/06/2012,Fire,3
21/07/2012,False Alarm,21
02/09/2012,Fire,8
10/09/2012,Fire,3
17/09/2012,Fire,10
03/10/2012,Fire,2
06/10/2012,Medical/Rescue,75
12/10/2012,Investigation,13
20/11/2012,Fire,3
06/12/2012,False Alarm,25
14/12/2012,Fire,5
20/01/2013,Fire,3
14/02/2013,Fire,7
03/03/2013,False Alarm,32
10/03/2013,Investigation,5
11/04/2013,False Alarm,28
07/06/2013,False Alarm,30
25/07/2012,Fire,8
17/08/2012,Investigation,17
24/08/2012,Fire,11
19/09/2012,False Alarm,21
11/10/2012,False Alarm,26
27/10/2012,Fire,2
05/11/2012,Fire,9
04/01/2013,Fire,6
12/02/2013,Fire,6
01/03/2013,Fire,1
12/04/2013,Fire,3
20/04/2013,Fire,5
22/06/2013,Investigation,26
14/11/2012,Fire,3
05/02/2013,Hazardous Condition,13
25/04/2013,Investigation,8
09/05/2013,False Alarm,22
20/05/2013,Fire,5
29/06/2013,False Alarm,35
24/07/2012,Fire,6
08/08/2012,Investigation,13
14/08/2012,False Alarm,34
24/12/2012,Fire,2
02/01/2013,False Alarm,21
18/01/2013,Fire,4
29/03/2013,Fire,6
30/04/2013,False Alarm,18
30/06/2013,False Alarm,14
29/08/2012,False Alarm,23
04/09/2012,Fire,4
28/09/2012,Fire,4
15/10/2012,Fire,9
19/10/2012,Fire,6
13/12/2012,Fire,2
22/01/2013,False Alarm,23
08/02/2013,Investigation,12
08/04/2013,False Alarm,18
19/04/2013,Severe Weather,1
05/12/2012,Fire,5
10/12/2012,Fire,2
20/12/2012,Investigation,11
06/02/2013,Fire,4
23/03/2013,Fire,1
05/04/2013,Investigation,13
29/04/2013,Fire,3
22/05/2013,False Alarm,23
28/05/2013,Fire,4
12/06/2013,Investigation,13
22/06/2013,Fire,5
23/08/2012,Fire,7
02/10/2012,Fire,2
08/12/2012,Fire,2
07/01/2013,Fire,5
30/01/2013,Fire,3
27/02/2013,Investigation,9
20/06/2013,Public Service Assistance,26
04/10/2012,Fire,4
12/10/2012,Fire,4
03/12/2012,False Alarm,26
09/01/2013,Fire,1
14/01/2013,Fire,7
24/01/2013,Fire,4
04/02/2013,Hazardous Condition,15
11/05/2013,Fire,16
30/06/2013,Fire,5
17/07/2013,Fire,11
03/08/2013,Fire,5
02/10/2012,False Alarm,24
14/10/2012,Fire,5
09/12/2012,Fire,4
11/01/2013,Fire,6
19/04/2013,False Alarm,17
28/04/2013,Fire,5
08/05/2013,Fire,6
11/08/2013,Fire,5
22/08/2013,Fire,4
21/09/2012,Fire,4
18/10/2012,Investigation,10
31/10/2012,Fire,6
08/12/2012,False Alarm,39
18/01/2013,False Alarm,25
13/05/2013,False Alarm,17
18/05/2013,Fire,12
03/06/2013,Fire,8
05/07/2013,Fire,2
15/07/2013,Medical/Rescue,79
20/08/2013,False Alarm,25
30/01/2013,False Alarm,30
15/02/2013,Fire,4
27/02/2013,Fire,1
22/03/2013,Fire,5
02/05/2013,Fire,13
27/05/2013,Fire,6
24/07/2013,Investigation,7
11/06/2012,Fire,6
12/10/2012,False Alarm,26
01/02/2013,False Alarm,19
26/02/2013,Fire,2
09/03/2013,Hazardous Condition,11
25/03/2013,Fire,4
02/04/2013,Fire,4
25/04/2013,Fire,10
03/05/2013,Fire,4
05/06/2013,Fire,3
12/06/2013,Fire,4
02/08/2013,Public Service Assistance,9
12/08/2013,Fire,2
06/11/2012,Fire,5
30/11/2012,False Alarm,25
16/12/2012,Fire,3
13/01/2013,Fire,6
19/02/2013,Hazardous Condition,15
13/03/2013,Severe Weather,1
19/05/2013,Fire,3
17/06/2013,Investigation,6
23/06/2013,Medical/Rescue,91
29/08/2013,Fire,6
16/01/2013,False Alarm,34
14/02/2013,False Alarm,21
08/03/2013,Fire,4
16/03/2013,False Alarm,27
19/04/2013,Fire,6
22/04/2013,Fire,9
11/06/2013,Fire,4
04/07/2013,Fire,5
12/08/2013,Medical/Rescue,70
18/08/2013,Public Service Assistance,15
02/10/2013,Fire,2
11/11/2012,Fire,2
20/12/2012,Fire,1
24/12/2012,Hazardous Condition,33
02/02/2013,Fire,3
16/02/2013,Fire,7
11/03/2013,False Alarm,22
18/03/2013,Fire,5
26/03/2013,Fire,3
17/04/2013,Fire,2
27/04/2013,False Alarm,28
01/05/2013,Fire,6
21/06/2013,Fire,2
05/07/2013,False Alarm,36
15/08/2013,Fire,5
10/10/2013,Fire,6
12/12/2012,Fire,3
23/12/2012,Fire,4
15/01/2013,Fire,5
27/01/2013,False Alarm,15
31/01/2013,False Alarm,27
11/02/2013,Fire,4
19/02/2013,Fire,7
30/03/2013,False Alarm,13
06/04/2013,Fire,12
15/04/2013,Investigation,10
15/05/2013,Fire,6
20/06/2013,Fire,8
03/07/2013,Fire,8
22/07/2013,Severe Weather,7
01/08/2013,Hazardous Condition,26
04/09/2013,Fire,9
01/10/2013,False Alarm,33
25/01/2013,Fire,5
13/02/2013,Fire,6
21/02/2013,Fire,2
05/04/2013,Fire,5
18/04/2013,Fire,7
29/06/2013,Fire,5
19/07/2013,Fire,6
09/08/2013,Fire,3
23/08/2013,Fire,5
05/09/2013,False Alarm,20
11/09/2013,Fire,5
19/10/2013,Fire,5
23/10/2013,Fire,8
06/01/2013,Fire,2
19/01/2013,Fire,3
03/02/2013,Hazardous Condition,15
07/06/2013,Fire,5
13/06/2013,Medical/Rescue,66
18/09/2013,Medical/Rescue,73
28/09/2013,False Alarm,23
29/03/2013,False Alarm,16
17/05/2013,False Alarm,25
27/06/2013,Fire,10
12/09/2013,Fire,6
07/10/2013,Fire,13
15/10/2013,Fire,7
13/11/2013,Fire,3
01/01/2013,Fire,6
17/01/2013,Fire,3
18/02/2013,Fire,2
28/02/2013,Fire,7
07/03/2013,False Alarm,22
26/03/2013,False Alarm,23
19/04/2013,Investigation,16
04/05/2013,Fire,16
08/10/2013,Hazardous Condition,18
18/10/2013,Fire,4
17/04/2013,Investigation,9
03/05/2013,False Alarm,15
31/07/2013,Fire,3
22/08/2013,False Alarm,16
17/10/2013,Fire,4
20/07/2011,Investigation,20
20/07/2011,Medical/Rescue,62
20/07/2011,Public Service Assistance,10
21/07/2011,False Alarm,23
21/07/2011,Fire,4
21/07/2011,Hazardous Condition,17
21/07/2011,Investigation,15
21/07/2011,Medical/Rescue,58
21/07/2011,Public Service Assistance,15
22/07/2011,False Alarm,37
22/07/2011,Hazardous Condition,20
19/09/2012,Fire,6
06/12/2013,Investigation,22
22/07/2011,Investigation,18
22/07/2011,Medical/Rescue,64
22/07/2011,Public Service Assistance,8
23/07/2011,False Alarm,32
23/07/2011,Hazardous Condition,20
23/07/2011,Investigation,10
23/07/2011,Medical/Rescue,56
23/07/2011,Public Service Assistance,14
24/07/2011,False Alarm,17
24/07/2011,Hazardous Condition,21
24/07/2011,Investigation,20
02/12/2013,Fire,3
09/02/2013,Fire,2
28/03/2013,Fire,5
07/04/2013,Fire,3
01/06/2013,False Alarm,18
18/07/2013,Fire,9
29/07/2013,Investigation,9
08/08/2013,Fire,1
05/09/2013,Medical/Rescue,98
12/09/2013,Medical/Rescue,94
16/09/2013,Fire,4
21/09/2013,False Alarm,19
20/10/2013,Fire,10
31/10/2013,False Alarm,23
08/12/2013,False Alarm,27
24/07/2011,Medical/Rescue,63
24/07/2011,Public Service Assistance,20
25/07/2011,False Alarm,21
25/07/2011,Fire,6
25/07/2011,Hazardous Condition,18
25/07/2011,Investigation,10
25/07/2011,Medical/Rescue,70
25/07/2011,Public Service Assistance,11
26/07/2011,False Alarm,30
26/07/2011,Fire,3
17/11/2013,Investigation,11
19/12/2013,Investigation,9
28/12/2013,Fire,4
07/05/2013,Fire,7
15/09/2013,Fire,12
03/10/2013,False Alarm,26
25/11/2013,False Alarm,27
12/12/2013,False Alarm,27
27/12/2013,False Alarm,38
10/04/2013,Fire,5
27/04/2013,Fire,20
03/06/2013,False Alarm,27
29/07/2013,Fire,4
28/08/2013,Fire,7
13/09/2013,Fire,2
10/10/2013,False Alarm,28
17/10/2013,False Alarm,25
27/10/2013,Investigation,17
05/11/2013,Fire,3
30/05/2013,Fire,4
06/06/2013,Fire,6
10/06/2013,False Alarm,18
13/06/2013,False Alarm,26
15/07/2013,Investigation,10
19/07/2013,False Alarm,17
24/07/2013,Fire,6
30/07/2013,Fire,10
01/09/2013,Fire,7
30/09/2013,Fire,2
14/12/2013,Fire,3
07/01/2014,Fire,1
15/01/2014,Fire,5
01/04/2013,Fire,8
20/04/2013,False Alarm,21
07/05/2013,Investigation,16
17/05/2013,Fire,4
26/05/2013,Fire,8
10/06/2013,Fire,4
16/06/2013,Fire,3
17/07/2013,Rupture/Explosion,2
31/08/2013,Fire,3
10/09/2013,False Alarm,26
21/09/2013,Medical/Rescue,74
29/10/2013,Fire,1
14/01/2014,Fire,1
11/04/2013,Fire,8
21/05/2013,Fire,8
29/06/2013,Medical/Rescue,108
28/07/2013,Fire,4
08/09/2013,Fire,2
28/10/2013,Fire,3
26/12/2013,False Alarm,16
28/12/2013,Public Service Assistance,10
21/04/2013,Fire,4
06/05/2013,Fire,14
19/06/2013,Medical/Rescue,72
14/08/2013,Fire,8
29/10/2013,Medical/Rescue,73
30/11/2013,Fire,3
09/02/2014,Fire,3
25/07/2013,Fire,3
09/09/2013,Fire,9
25/09/2013,Fire,3
29/11/2013,False Alarm,24
24/12/2013,Fire,1
25/05/2013,Fire,4
08/06/2013,Hazardous Condition,25
20/06/2013,False Alarm,51
24/06/2013,Fire,1
23/07/2013,False Alarm,30
25/08/2013,Investigation,14
22/10/2013,Fire,4
21/11/2013,Fire,4
08/12/2013,Fire,4
25/01/2014,Investigation,9
26/02/2014,False Alarm,21
26/02/2014,Fire,6
08/06/2013,Fire,4
18/06/2013,Fire,8
26/07/2013,Fire,6
07/08/2013,Fire,6
17/08/2013,Investigation,18
21/08/2013,Fire,6
28/08/2013,Investigation,12
17/09/2013,Fire,10
16/10/2013,Fire,3
29/11/2013,Fire,2
25/01/2014,False Alarm,17
17/07/2013,Hazardous Condition,36
22/09/2013,Fire,11
16/11/2013,Fire,4
01/02/2014,Investigation,9
13/02/2014,Fire,2
23/02/2014,Fire,3
19/03/2014,Fire,6
22/03/2014,False Alarm,20
23/06/2013,Fire,3
27/06/2013,False Alarm,31
02/07/2013,Fire,4
28/08/2013,False Alarm,26
21/09/2013,Fire,5
11/10/2013,Fire,4
27/10/2013,Fire,4
20/11/2013,Fire,2
22/12/2013,Fire,2
24/12/2013,False Alarm,29
01/01/2014,Hazardous Condition,17
11/01/2014,Fire,2
02/02/2014,False Alarm,17
01/08/2013,Fire,5
21/08/2013,False Alarm,29
30/08/2013,Fire,4
11/12/2013,False Alarm,30
31/01/2014,False Alarm,28
10/04/2014,Fire,6
12/07/2013,Fire,4
16/07/2013,Fire,4
21/07/2013,Medical/Rescue,83
25/09/2013,Investigation,17
30/10/2013,Fire,5
18/11/2013,False Alarm,26
07/12/2013,False Alarm,59
18/03/2014,Fire,2
27/03/2014,Investigation,2
08/07/2013,Fire,6
23/07/2013,Fire,4
18/09/2013,Investigation,12
25/09/2013,False Alarm,29
10/11/2013,Fire,10
25/11/2013,Fire,4
23/12/2013,Fire,5
01/01/2014,Fire,4
13/02/2014,False Alarm,39
22/02/2014,False Alarm,19
07/03/2014,Fire,5
17/03/2014,Fire,6
17/03/2014,Medical/Rescue,82
28/03/2014,False Alarm,20
14/04/2014,False Alarm,29
21/03/2013,Fire,5
18/07/2013,False Alarm,21
04/08/2013,Investigation,14
14/08/2013,Investigation,15
27/08/2013,False Alarm,24
19/09/2013,False Alarm,36
13/11/2013,False Alarm,17
23/11/2013,Fire,2
08/02/2014,Fire,2
02/03/2014,Fire,7
27/03/2014,False Alarm,28
27/03/2014,Fire,4
19/08/2013,Fire,7
31/08/2013,False Alarm,24
05/09/2013,Fire,5
14/11/2013,Medical/Rescue,97
26/11/2013,Fire,4
06/12/2013,Fire,1
19/12/2013,Fire,1
22/01/2014,Hazardous Condition,12
07/02/2014,Fire,1
11/02/2014,Medical/Rescue,63
14/02/2014,False Alarm,27
16/03/2014,Fire,2
29/03/2014,Fire,6
20/04/2014,False Alarm,15
06/08/2013,Fire,2
03/09/2013,False Alarm,19
24/09/2013,Fire,6
16/11/2013,False Alarm,30
06/12/2013,False Alarm,55
23/02/2014,False Alarm,20
15/03/2014,Fire,10
11/05/2014,Fire,4
03/10/2013,Fire,3
13/10/2013,Fire,11
14/11/2013,Investigation,10
28/11/2013,Fire,5
05/12/2013,False Alarm,51
16/12/2013,False Alarm,25
14/01/2014,Hazardous Condition,12
27/01/2014,Fire,2
03/02/2014,Fire,4
09/02/2014,Hazardous Condition,21
26/03/2014,Investigation,14
10/04/2014,False Alarm,23
20/04/2014,Public Service Assistance,9
15/05/2014,False Alarm,23
27/08/2013,Fire,6
23/09/2013,Fire,1
12/11/2013,Fire,3
13/12/2013,Fire,2
20/12/2013,Fire,4
26/12/2013,Fire,5
12/02/2014,False Alarm,28
04/03/2014,False Alarm,43
18/04/2014,False Alarm,17
27/04/2014,Hazardous Condition,22
21/05/2014,False Alarm,27
28/05/2014,Hazardous Condition,15
29/09/2013,Fire,4
14/10/2013,False Alarm,14
09/11/2013,False Alarm,25
19/11/2013,Fire,4
11/12/2013,Fire,4
21/02/2014,False Alarm,23
06/03/2014,Fire,2
12/03/2014,Hazardous Condition,24
26/03/2014,Fire,2
31/03/2014,Medical/Rescue,72
06/11/2013,Fire,1
12/11/2013,False Alarm,25
19/11/2013,False Alarm,35
24/11/2013,Fire,5
13/12/2013,False Alarm,27
31/12/2013,Fire,3
06/01/2014,Fire,3
11/02/2014,Fire,5
10/03/2014,Fire,9
13/05/2014,False Alarm,19
14/05/2014,False Alarm,22
28/05/2014,Fire,9
09/06/2014,False Alarm,23
26/09/2013,False Alarm,28
14/10/2013,Fire,6
29/10/2013,Investigation,7
07/11/2013,Fire,6
24/01/2014,Fire,4
10/02/2014,Medical/Rescue,80
22/02/2014,Fire,2
30/04/2014,Fire,10
