Asset Name,Asset ID,Asset Type,Operating Status,Pool Participant Name,Pool Participant ID
"TCN TC Load","TCN","Sink","Active","TransCanada Energy Ltd.","TCN"
"TCN+ TCN FM Buy","TCN+","Sink","Active","TransCanada Energy Ltd.","TCN"
"TCN- TCN FM Sell","TCN-","Source","Active","TransCanada Energy Ltd.","TCN"
"TCP TCP TC Load","TCP","Sink","Active","TransCanada PipeLines Limited","TCP"
"TCP+ TCP FM Buy","TCP+","Sink","Active","TransCanada Energy Ltd.","TCN"
"TCP- TCP FM Sell","TCP-","Source","Active","TransCanada Energy Ltd.","TCN"
"TCR Charge Asset","TCRC","Sink","Active","AESO - Transmission 2","TAOB"
"TCSK Sask Import Unit","TCSK","Source","Retired","TransCanada Energy Ltd.","TCN"
"TDV1 NDP","TDV1","Source","Inactive","NDP","NDP"
"TE01 TEI MacDonald","TE01","Source","Retired","Total Energy International Inc","TEI"
"TE1E TEN SR#1","TE1E","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TE1U TEN SR","TE1U","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TE1X TEN SR","TE1X","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TE2A TEN2 Retail #1","TE2A","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2C TEN2 Retail #3","TE2C","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2E TEN2 Retail #8","TE2E","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2F TEN2 Retail #5","TE2F","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2L TEN2 Retail #6","TE2L","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2P TEN2 Retail #10","TE2P","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2R TEN2 Retail #7","TE2R","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2U TEN2 Retail #11","TE2U","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2W TEN2 Retail #4","TE2W","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE2X TEN2 Retail #2","TE2X","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE3A TEN3 Ret #1","TE3A","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE3C TEN3 Ret #9","TE3C","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE3E TEN2 Retail #9","TE3E","Sink","Retired","TransAlta Energy Marketing Corp.","TEN2"
"TE3F TEN3 Ret #3","TE3F","Sink","Retired","TransAlta Energy Marketing Corp.","TEN3"
"TE3L TEN3 Ret #7","TE3L","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE3P TEN3 Ret #10","TE3P","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE3R TEN3 Ret #4","TE3R","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE3U TEN3 Ret #6","TE3U","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE3W TEN3 Ret #2","TE3W","Sink","Retired","TransAlta Energy Marketing Corp.","TEN3"
"TE3X TEN3 Ret #8","TE3X","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE4A TEN4 Ret #1","TE4A","Sink","Retired","TransAlta Energy Marketing Corp.","TEN4"
"TE4E TEN3 Ret #5","TE4E","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TE5E TEN3 Ret #11","TE5E","Sink","Active","TransAlta Energy Marketing Corp.","TEN3"
"TEBC BC Import Unit","TEBC","Source","Active","TransAlta Energy Marketing Corp.","TEN"
"TEE1 TEN Export to BCH","TEE1","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TEE2 TEN Export to BCH","TEE2","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEE3 TEN Export to BCH","TEE3","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEE4 TEN Export to BCH","TEE4","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEE5 TEN Export to BCH","TEE5","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEE6 TEN Export to BCH","TEE6","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEE7 TEN Export to BCH","TEE7","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEEA TEN Export to SPC","TEEA","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TEEB TEN Export to SPC","TEEB","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEEC TEN Export to SPC","TEEC","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEED TEN Export to SPC","TEED","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEEE TEN Export to SPC","TEEE","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEEF TEN Export to SPC","TEEF","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEEG TEN Export to SPC","TEEG","Sink","Retired","TransAlta Energy Marketing","TEN"
"TEMT TEN MT Import","TEMT","Source","Active","TransAlta Energy Marketing Corp.","TEN"
"TEN Export to BCH","TEE0","Sink","Retired","TransAlta Energy Marketing ","TEN"
"TEN Export to BCH","TEE8","Sink","Retired","TransAlta Energy Marketing ","TEN"
"TEN Export to BCH","TEE9","Sink","Retired","TransAlta Energy Marketing ","TEN"
"TEN Export to SPC","TEEH","Sink","Retired","TransAlta Energy Marketing ","TEN"
"TEN Export to SPC","TEEI","Sink","Retired","TransAlta Energy Marketing ","TEN"
"TEN Export to SPC","TEEJ","Sink","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI0","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI1","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI2","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI3","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI4","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI5","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI6","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI7","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI8","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from BCH","TEI9","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIA","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIB","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIC","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEID","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIE","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIF","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIG","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIH","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEII","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN Import from SPC","TEIJ","Source","Retired","TransAlta Energy Marketing ","TEN"
"TEN+ TEN FM Buy","TEN+","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TEN- TEN FM Sell","TEN-","Source","Active","TransAlta Energy Marketing Corp.","TEN"
"TER1 Generator","TER1","Source","Active","Ozark Resources Limited","OZRK"
"TESK Sask Import Unit","TESK","Source","Active","TransAlta Energy Marketing Corp.","TEN"
"TEXM TEN MT Export","TEXM","Sink","Active","TransAlta Energy Marketing Corp.","TEN"
"TG1U TGP SR1","TG1U","Sink","Retired","Taylor Gas Processing Limited Partnership by its General Partner Taylor Management Inc.","TGP"
"TIBC TEC BC Import","TIBC","Source","Active","TEC Energy Inc.","TEC"
"TIMT TEC MT Import","TIMT","Source","Active","TEC Energy Inc.","TEC"
"TISK TEC SK Import","TISK","Source","Active","TEC Energy Inc.","TEC"
"TIXB TEC BC Export","TIXB","Sink","Active","TEC Energy Inc.","TEC"
"TIXM TEC MT Export","TIXM","Sink","Active","TEC Energy Inc.","TEC"
"TIXS TEC SK Export","TIXS","Sink","Active","TEC Energy Inc.","TEC"
"TLM1 Talisman Sibbald","TLM1","Source","Retired","Talisman Energy Canada","TAL"
"TLM2 Edson","TLM2","Source","Active","Repsol Canada Energy Partnership","TAL1"
"TM1A TMPL SR#2","TM1A","Sink","Retired","Terasen Pipelines (Trans Mountain) Inc.","TMPL"
"TM1U TMPL SR#1","TM1U","Sink","Retired","Terasen Pipelines (Trans Mountain) Inc.","TMPL"
"TMPL TMPL TC LOAD","TMPL","Sink","Retired","Terasen Pipelines (Trans Mountain) Inc.","TMPL"
"TOC Town of Coutts","COU","Source","Active","FortisAlberta Inc.","UNCA"
"TP1A TPLP SR#1","TP1A","Sink","Active","Trans Mountain Pipeline L.P.","TPLP"
"TP1U TPLP SR#2","TP1U","Sink","Active","Trans Mountain Pipeline L.P.","TPLP"
"TPBC TPCI BC Import","TPBC","Source","Active","Tenaska Power Canada, a division of TPS Corp.","TPCI"
"TPCS NDP","TPCS","Source","Inactive","NDP","NDP"
"TPI TPI TC Load","TPI","Sink","Retired","Kinder Morgan Canada Inc.","TPI"
"TPLP TPLP TC Load","TPLP","Sink","Active","Trans Mountain Pipeline L.P.","TPLP"
"TPMT TPCI MT Import","TPMT","Source","Active","Tenaska Power Canada, a division of TPS Corp.","TPCI"
"TPSK TPCI Sask Import","TPSK","Source","Active","Tenaska Power Canada, a division of TPS Corp.","TPCI"
"TPXB TPCI BC Export","TPXB","Sink","Active","Tenaska Power Canada, a division of TPS Corp.","TPCI"
"TPXM TPCI MT Export","TPXM","Sink","Active","Tenaska Power Canada, a division of TPS Corp.","TPCI"
"TPXS TPCI Sask Export","TPXS","Sink","Active","Tenaska Power Canada, a division of TPS Corp.","TPCI"
"TQ1C TSQE Ret #4","TQ1C","Sink","Active","Town Square Energy Canada, Ltd.","TSQE"
"TQ1E TSQE Ret #1","TQ1E","Sink","Active","Town Square Energy Canada, Ltd.","TSQE"
"TQ1F TSQE Ret #6","TQ1F","Sink","Retired","Town Square Energy Canada, Ltd.","TSQE"
"TQ1R TSQE Ret #7","TQ1R","Sink","Active","Town Square Energy Canada, Ltd.","TSQE"
"TQ1W TSQE Ret #5","TQ1W","Sink","Retired","Town Square Energy Canada, Ltd.","TSQE"
"TQ1X TSQE Ret #3","TQ1X","Sink","Active","Town Square Energy Canada, Ltd.","TSQE"
"TQ2E TSQE Ret #2","TQ2E","Sink","Active","Town Square Energy Canada, Ltd.","TSQE"
"TR1U TREA SR #1","TR1U","Sink","Active","Niton Rural Electrification Assoc. Ltd.","TREA"
"TR2X TEN5 Ret 6","TR2X","Sink","Active","TransAlta Energy Marketing Corp.","TEN5"
"TRBC TCEM Import from BC","TRBC","Source","Retired","TransCanada Energy Marketing ULC","TCEM"
"TRSK TCEM Import from Sask","TRSK","Source","Retired","TransCanada Energy Marketing ULC","TCEM"
"TRV1 Turner Valley","TRV1","Source","Active","Alberta Culture and Tourism","ACTM"
"TRVS TC Load","TRVS","Sink","Active","Travers 2 Solar LP","TRVS"
"TRXB TCEM Export to BC","TRXB","Sink","Retired","TransCanada Energy Marketing ULC","TCEM"
"TRXS TCEM Export to Sask","TRXS","Sink","Retired","TransCanada Energy Marketing ULC","TCEM"
"TSTE Test Export","TSTE","Sink","Active","AESO - Market","PPOA"
"TSTG Test Generator","TSTG","Source","Active","AESO - Market","PPOA"
"TSTI Test Import","TSTI","Source","Active","AESO - Market","PPOA"
"TSTL Test Load","TSTL","Sink","Active","AESO - Market","PPOA"
"TVS1 Travers","TVS1","Source","Active","Travers 2 Solar LP","TRVS"
"TransCanada Import unit 1","TCI1","Source","Retired","TransCanada Energy Ltd.","TCN"
"TransCanada Import unit 2","TCI2","Source","Retired","TransCanada Energy Ltd.","TCN"
"Transalta Export","TUEX","Sink","Retired","TransAlta Utilities","TAU"
"Transalta Import","TUIM","Source","Retired","TransAlta Utilities","TAU"
"U10A UNPA Ret #1","U10A","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10C UNPA Ret #7","U10C","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10E UNPA Ret #3","U10E","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10F UNPA Ret #9","U10F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPA"
"U10L UNPA Ret #4","U10L","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10P UNPA Ret #5","U10P","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10R UNPA Ret #10","U10R","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10U UNPA Ret #2","U10U","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U10W UNPA Ret #8","U10W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPA"
"U10X UNPA Ret #6","U10X","Sink","Active","Utility Network &amp; Partners Inc.","UNPA"
"U11 UNPB Ret #8","U11W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPB"
"U11A UNPB Ret #1","U11A","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11C UNPB Ret #7","U11C","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11E UNPB Ret #3","U11E","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11F UNPB Ret #9","U11F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPB"
"U11L UNPB Ret #5","U11L","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11P UNPB Ret #6","U11P","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11R UNPB #10","U11R","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11U UNPB Ret #4","U11U","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U11X UNPB Ret #2","U11X","Sink","Active","Utility Network &amp; Partners Inc.","UNPB"
"U12A UNPC Ret #3","U12A","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12C UNPC Ret #7","U12C","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12E UNPC Ret #1","U12E","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12F UNPC Ret #9","U12F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPC"
"U12L UNPC Ret #4","U12L","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12P UNPC Ret #5","U12P","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12R UNPC Ret #10","U12R","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12U UNPC Ret #2","U12U","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U12W UNPC Ret #8","U12W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPC"
"U12X UNPC Ret #6","U12X","Sink","Active","Utility Network &amp; Partners Inc.","UNPC"
"U13A UNPD Ret #2","U13A","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13C UNPD Ret #8","U13C","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13E UNPD Ret #3","U13E","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13F UNPD Ret #10","U13F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPD"
"U13L UNPD Ret #4","U13L","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13P UNPD Ret #7","U13P","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13R UNPD Ret #5","U13R","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13U UNPD Ret #1","U13U","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U13W UNPD Ret #9","U13W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPD"
"U13X UNPD Ret #6","U13X","Sink","Active","Utility Network &amp; Partners Inc.","UNPD"
"U14A UNPE Ret #1","U14A","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14C UNPE Ret #7","U14C","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14E UNPE Ret #2","U14E","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14F UNPE Ret #9","U14F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPE"
"U14L UNPE Ret #5","U14L","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14P UNPE","U14P","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14R UNPE Ret #10","U14R","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14U UNPE Ret #3","U14U","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U14W UNPE Ret #7","U14W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPE"
"U14X UNPE Ret #4","U14X","Sink","Active","Utility Network &amp; Partners Inc.","UNPE"
"U15A UNPF Ret #1","U15A","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15C UNPF Ret #7","U15C","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15E UNPF Ret #2","U15E","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15F UNPF Ret #9","U15F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPF"
"U15L UNPF Ret #4","U15L","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15P UNPF Ret #6","U15P","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15R UNPF Ret #10","U15R","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15U UNPF Ret #3","U15U","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U15W UNPF Ret #8","U15W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPF"
"U15X UNPF Ret #5","U15X","Sink","Active","Utility Network &amp; Partners Inc.","UNPF"
"U16A UNPG Ret #5","U16A","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16C UNPG Ret #8","U16C","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16E UNPG Ret #1","U16E","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16F UNPG Ret #10","U16F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPG"
"U16L UNPG Ret #6","U16L","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16P UNPG Ret #7","U16P","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16R UNPG Ret #4","U16R","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16U UNPG Ret #2","U16U","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U16W UNPG Ret #9","U16W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPG"
"U16X UNPG Ret #3","U16X","Sink","Active","Utility Network &amp; Partners Inc.","UNPG"
"U17A UNPH Ret #4","U17A","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17C UNPH Ret #8","U17C","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17E UNPH Ret #5","U17E","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17F UNPH Ret #10","U17F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPH"
"U17L UNPH Ret #6","U17L","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17P UNPH Ret #2","UNPH","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17R UNPH Ret #3","U17R","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17U UNPH Ret #1","U17U","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U17W UNPH Ret #9","U17W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPH"
"U17X UNPH Ret #7","U17X","Sink","Active","Utility Network &amp; Partners Inc.","UNPH"
"U18A UNPI Ret #2","U18A","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18C UNPI Ret #7","U18C","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18E UNPI Ret #3","U18E","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18F UNPI Ret #10","U18F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPI"
"U18L UNPI Ret #4","U18L","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18P UNPI Ret #5","U18P","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18R UNPI Ret #11","U18R","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18U UNPI Ret #1","U18U","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U18W UNPI Ret #8","U18W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPI"
"U18X UNPI Ret #6","U18X","Sink","Active","Utility Network &amp; Partners Inc.","UNPI"
"U19A UNPJ Ret #3","U19A","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19C UNPJ Ret #7","U19C","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19E UNPJ Ret #2","U19E","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19F UNPJ #10","U19F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPJ"
"U19L UNPJ Ret #4","U19L","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19P UNPJ Ret #5","U19P","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19R UNPJ Ret #11","U19R","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19U UNPJ #1","U19U","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U19W UNPJ Ret #8","U19W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPJ"
"U19X UNPJ Ret #6","U19X","Sink","Active","Utility Network &amp; Partners Inc.","UNPJ"
"U20A UNPK Ret #3","U20A","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20C UNPK Ret #7","U20C","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20E UNPK Ret #4","U20E","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20F UNPK Ret #9","U20F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPK"
"U20L UNPK Ret #5","U20L","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20P UNPK Ret #6","U20P","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20R UNPK Ret #10","U20R","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20U UNPK Ret #1","U20U","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U20W UNPK Ret #8","U20W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPK"
"U20X UNPK Ret #2","U20X","Sink","Active","Utility Network &amp; Partners Inc.","UNPK"
"U21A UNPL Ret #1","U21A","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21C UNPL Ret #7","U21C","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21E UNPL Ret #2","U21E","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21F UNPL Ret #9","U21F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPL"
"U21L UNPL Ret #4","U21L","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21P UNPL Ret #5","U21P","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21R UNPL Ret #10","U21R","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21U UNPL Ret #3","U21U","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U21W UNPL Ret #8","U21W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPL"
"U21X UNPL Ret #6","U21X","Sink","Active","Utility Network &amp; Partners Inc.","UNPL"
"U22A UNPM Ret #1","U22A","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22C UNPM Ret#7","U22C","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22E UNPM Ret #2","U22E","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22F UNPM Ret #9","U22F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPM"
"U22L UNPM Ret #5","U22L","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22P UNPM Ret #6","U22P","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22R UNPM Ret #10","U22R","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22U UNPM Ret #3","U22U","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U22W UNPM Ret #8","U22W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPM"
"U22X UNPM Ret #4","U22X","Sink","Active","Utility Network &amp; Partners Inc.","UNPM"
"U23A UNPN Ret #3","U23A","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23C UNPN Ret #7","U23C","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23E UNPN Ret #1","U23E","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23F UNPN Ret #9","U23F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPN"
"U23L UNPN Ret #5","U23L","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23P UNPN Ret #5","U23P","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23R UNPN Ret #10","U23R","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23U UNPN Ret #2","U23U","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U23W UNPN Ret #8","U23W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPN"
"U23X UNPN Ret #6","U23X","Sink","Active","Utility Network &amp; Partners Inc.","UNPN"
"U24A UNPO Ret #1","U24A","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24C UNPO Ret #7","U24C","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24E UNPO","U24E","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24F UNPO Ret #9","U24F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPO"
"U24L UNPO Ret #4","U24L","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24P UNPO Ret #5","U24P","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24R UNPO Ret #10","U24R","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24U UNPO Ret #3","U24U","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U24W UNPO Ret #8","U24W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPO"
"U24X UNPO Ret #6","U24X","Sink","Active","Utility Network &amp; Partners Inc.","UNPO"
"U25A UNPP Ret #1","U25A","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25C UNPP Ret #7","U25C","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25E UNPP Ret #2","U25E","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25F UNPP Ret #9","U25F","Sink","Retired","Utility Network &amp; Partners Inc.","UNPP"
"U25L UNPP Ret #4","U25L","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25P UNPP Ret #5","U25P","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25R UNPP Ret #10","U25R","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25U UNPP Ret #3","U25U","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U25W UNPP Ret #8","U25W","Sink","Retired","Utility Network &amp; Partners Inc.","UNPP"
"U25X UNPP Ret #6","U25X","Sink","Active","Utility Network &amp; Partners Inc.","UNPP"
"U26A UNPQ Ret #1","U26A","Sink","Active","Utility Network &amp; Partners Inc.","UNPQ"
"U26C UNPQ Ret #7","U26C","Sink","Active","Utility Network &amp; Partners Inc.","UNPQ"
"U26E UNPQ Ret #2","U26E","Sink","Active","Utility Network &amp; Partners Inc.","UNPQ"
